subject,body,sender,url,label
"Hi, are we still on for lunch tomorrow?","Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",manager@company.com,,0
Welcome to Github! Let's get started with your account,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",receipts@ubereats.com,https://jira.company.net/browse/T-92,0
Security Update: Verify your Microsoft password immediately,Your parcel with tracking ID DHL-58884 has arrived at our warehouse but is on hold due to incorrect address information. Please pay the redelivery fee of $1.99 and update details at http://dhl-package-tracking-address.net.,fraud-prevention@onlinebank-security.com,http://dhl-package-tracking-address.net,1
Invoice #4829 from AWS cloud services,"Hi, bug ticket #18875 regarding the checkout form crash on Safari has been resolved. The fix is deployed to the staging environment for verification.",noreply@github.com,https://drive.google.com/drive/folders/123,0
"Hi, are we still on for lunch tomorrow?","Your registration for PyCon 2026 is confirmed. Your ticket ID is PY-46177. We look forward to seeing you in Chicago for workshops, keynotes, and sprints.",hr@company.com,https://meet.google.com/abc-defg-hij,0
Your monthly receipt for Spotify Premium subscription,"Welcome to the community! We are excited to have you. Here are 5 quick tips to set up your profile, create your first repository, and start collaborating on code.",hr@company.com,,0
Claim your free gift card from Target,Your business email password will expire in 3 hours. Please click https://target-promo-voucher-claim.info to keep your current password and avoid losing access to your files and messages.,security-admin@company-login-patch.com,https://target-promo-voucher-claim.info,1
Tax Refund Voucher Request Form from IRS,"Someone has requested to change your password from Paris. If you did not request this, please secure your account by logging in here: http://dhl-package-tracking-address.net immediately.",bitcoin@wallet-security-update.com,http://dhl-package-tracking-address.net,1
Bug ticket #9283 has been resolved by developer,Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,sister@yahoo.com,https://spotify.com/account,0
Get rich quick! Invest in this secret stock now,Your business email password will expire in 3 hours. Please click http://apple-id-restore-suspended-account.com to keep your current password and avoid losing access to your files and messages.,hr@work-from-home-careers.com,http://apple-id-restore-suspended-account.com,1
Bank Statement: Review suspicious wire transfers from your account,This is an official notice from your banking institution. Your access has been locked due to multiple failed login attempts. Verify your ownership by completing the security questionnaire at http://blockchain-wallet-security-keys.xyz.,fedex@shipping-label-portal.com,http://blockchain-wallet-security-keys.xyz,1
Newsletter: Top coding trends for 2026,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",newsletter@pythonweekly.com,https://drive.google.com/drive/folders/123,0
Invoice #4829 from AWS cloud services,"Here are the minutes from today's product design review. We decided to go ahead with the dark mode layout. Action items are assigned in Jira, let's target completing them by Wednesday.",sister@yahoo.com,https://meet.google.com/abc-defg-hij,0
Verify your Bank Account details within 24 hours,"A wire transfer of $5,000.00 to Michael Johnson is currently pending authorization. If you did not authorize this, click here http://192.168.1.104/secure/netflix/update to cancel the transaction and claim a full refund.",promo@target-reward-claims.com,http://192.168.1.104/secure/netflix/update,1
Tax Refund Voucher Request Form from IRS,"Congratulations! Your email address has been selected as the grand prize winner of $499.99 in our promotional sweepstakes. To claim your reward, click here https://chase-bank-verify-account.net/login.php and fill in the form.",alert@paypal-access-verify.net,https://chase-bank-verify-account.net/login.php,1
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,"Congratulations on being a valued customer! We are giving away $5,000.00 shopping vouchers to random users. Claim your coupon code now at http://microsoft-password-reset.com/auth/login before the offer expires tonight.",support@paypal-security-update.com,http://microsoft-password-reset.com/auth/login,1
Re: Question about codebase refactoring,"Hi Sarah Connor, it's time for our quarterly performance review. Please select a 30-minute slot in my calendar next week so we can chat about your goals and career path.",receipts@ubereats.com,https://meet.google.com/abc-defg-hij,0
Draft proposal for client website redesign,Thanks for the chat yesterday during our mentoring session. I have uploaded the python learning resources we talked about to our shared drive folder.,developer@company.com,https://pycon.org/2026/tickets,0
Welcome to Github! Let's get started with your account,"Your registration for PyCon 2026 is confirmed. Your ticket ID is PY-22206. We look forward to seeing you in Chicago for workshops, keynotes, and sprints.",sister@yahoo.com,,0
Conference registration confirmation: PyCon 2026,Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,notifications@github.com,https://jira.company.net/browse/T-92,0
